Term,Dolma,Pile,RPJ
colorectal surgery,0.0383117360084051,0.08238991864733129,0.032370019313222816
homa,0.015649024835389633,0.008614677370914755,0.010153376095572552
spectral domain enhanced depth,9.452846762613249e-06,3.1307125515135385e-05,7.215304218002098e-06
french,4.184062712739123,0.8778883244241639,1.779915979382909
plasminogen activator,0.10548203530236887,0.4541229002326701,0.09834098883925958
concussion,1.1636304423069637,1.090982883170059,1.6395660463255977
605,11.838595995710028,9.928979198238528,4.406558731704691
34 %,0.029310996089231323,0.022530694662392433,0.02610280606946619
xgc,0.0013722925817448886,0.0027628538267106977,0.0007525562299376188
problems,103.9500199246375,69.25584638520952,80.39586127650905
minimum inhibitory concentration,0.03527150491340877,0.12449539353806215,0.02792322732366812
beta1gly49,1.9557613991613613e-06,0.0,0.0
thirty - two,0.0002731546754162035,4.1742834020180515e-05,0.00010245731989562979
teaching sessions,0.03838083957784214,0.02250460539112982,0.028098559216165567
power output,0.680108529473,0.6103819815329634,0.5517326676379664
care givers,0.07712447289522871,0.0499374741237672,0.06266996784630083
real,240.54004400501515,152.89944322023166,213.5418679290397
intrathecally,0.015314263675899848,0.05603192789071356,0.01345293471446491
iqs,0.012083345844485277,0.001922779292054565,0.0028053102799592156
overweight,3.60999328460702,3.329296257583169,2.253747893500794
51 %,0.025526271821620896,0.01898516269780335,0.026252162866778832
polymorphisms,0.7173820821386837,2.896417850939644,0.5975426341180617
< or,0.03862791743460285,0.37450627112055457,0.025420238290443188
quieter,1.6629024276486073,0.793893915594182,1.3851356598078768
recalled,3.9477095995709393,5.986595501692461,7.0706186086401885
occlusion,0.8317149156529573,2.60061769336414,0.6307265397470752
twenty two,0.10851379143130217,0.0448161501749163,0.10249628253840701
40,407.5226282609404,398.2869732101712,286.9257284499061
frozen,9.96401564454599,8.898429503021184,7.304103688543471
cavitated,0.006769542122963859,0.020232229864156244,0.004990825927592051
ptv,0.015070771381704257,0.006477966054506764,0.004750556297132581
receptor,7.676298299661706,26.576196203603978,6.5993618365977085
quality control gene,3.715946658406587e-05,0.00010696601217671258,2.4532034341207132e-05
response,79.4286681818214,103.91570415030327,81.33973779156078
- 105,0.06399153509986016,0.5695861880596157,0.05069617049652634
aquagenic,0.002201209454756112,0.0027576359724581752,0.0018485609406521373
operative,1.6916726557109705,3.6931111453403047,2.258442170425026
255,24.423804883430606,26.41179466074262,12.228068278068983
complete,113.90565154602552,63.148809762733215,81.18819980778304
radioimmunoassays,0.005024351034445538,0.037315484686915125,0.004803228017923996
mosaicism,0.05470395017547605,0.1670496038945099,0.04742547309450598
conventional screening,0.0035242820412887737,0.008296388261510877,0.0032144180291199345
29 % a± 14 %,0.0,0.0,0.0
improvement,25.65904650724856,20.644609930368734,20.265775756960647
surgeries,2.6496085005430037,1.8652785381917665,2.379375719831694
ostial,0.011945464665844402,0.04610496017528938,0.008246371190754597
tmj,0.024981592271954456,0.0030837518632408356,0.00571019175812686
0. 840,0.0004371126727125643,0.00013044635631306411,0.000237383508772269
surgical procedure,0.8676631140104758,0.8720260651714548,0.42967280924286855
