Term,Dolma,Pile,RPJ
shoulder,15.227391362230966,16.388184457780344,12.68805258033168
counter,47.53782723095632,41.91358308274007,44.25515356170564
joint,35.00367316860061,29.39004933777883,33.999728532456196
helicopter,3.8797690562459395,3.170903073893594,5.5738860030837385
varicose veins,0.37355890220588306,0.14341011520345642,0.1682031719300649
transbronchial,0.01908660145464892,0.06506403360183012,0.01588593529677522
apnea,1.3944738496534772,1.055493647471527,0.7638250920652945
optimistic,4.975392133380098,2.8677848757289266,5.558173956618617
major,107.51215866144915,77.42373455004352,121.73123664295855
muscle power,0.0932813437739339,0.0795122720270651,0.06072832948123645
perineal,0.1531960942372422,0.2644121553194547,0.0873636250019912
type 2 diabetes,3.0772699562941206,2.619407186527474,1.5106704087143645
chemotherapeutices,1.303840932774241e-06,5.217854252522564e-06,0.0
enterocolitis,0.06564121984005278,0.15822621235349424,0.07601322993665209
hypertension,4.717162851081595,8.314588137143677,2.905704744378918
delivery mode,0.028195234211009768,0.03860429468728819,0.020658859036983605
confined placental mosaicism,0.0007826305198977382,0.0022932469439836674,0.000502185173572946
reading comprehension,0.47057346853058285,0.17950983984953378,0.3104399070403838
treatment,106.01793739487587,132.58938905989902,83.07014091033894
hospice care,0.24985862351009294,0.1132848336765174,0.22655261561062606
three months,7.40820806838863,5.194692197495617,8.655385862490904
hirschsprung ' s disease,0.0,0.0,0.0
valvar,0.005658669648240205,0.013357706886457765,0.0055644426129232176
reflux resolution,0.000200139583180846,0.0010409619233782517,0.0002005854572604583
ototoxic,0.02549758732109986,0.04450307891976495,0.018942338163520905
third,94.52102921361099,91.80277118325442,113.14175031848193
distal ureteral diameter,2.1187415157581417e-05,8.087674091409974e-05,1.1544486748803356e-05
arginine,0.6846178633389998,1.3056140999933223,0.28756739266931725
disability,9.866242894718882,10.278202356578483,12.276503172223588
elderly patients,0.4082554132679384,0.9348594660803315,0.38872307168401943
follicle assessment,5.0197875911808275e-05,8.348566804036103e-05,1.875979096680545e-05
intracranial,0.5942512559702826,1.6561547665320409,0.5238296431661087
better,267.62841570409,150.61727378082608,204.97052881620178
exist,32.72988214871929,40.875663168391036,35.77057054525454
creatinine,0.731474646860574,2.473398579906261,0.6066750446667869
contralateral knee,0.0031112904258325325,0.013806442352174705,0.0019517397909695673
tobacco,7.639807051555685,7.001817750043019,7.794972378980901
remote,27.27972372032904,17.02699591820818,22.56664535924837
phagocytic,0.13221827150960427,0.5229568335319478,0.09202615458766415
cell,82.10308714551394,189.1504386789439,64.94252387330667
posterior longitudinal ligament,0.009103743352862945,0.03318294411891725,0.00802125369915293
motor vehicle collisions,0.019973539249168597,0.013261176582786097,0.022552876394209158
ischemic,1.1555766168652173,3.9110217835612784,0.944015770423148
psychophysiological responses,0.002290522558651148,0.006138805528092797,0.0021761357521494326
circumcision,0.6918633074024262,0.7377263234929028,0.9146761788814861
intestinal,3.043384760252484,6.740682407194149,2.158026781623091
mesial,0.08015851074579437,0.24108573788355256,0.056135788346478116
defecatory symptoms,0.00019590210014932972,0.0005922264576613111,0.00010101425905202937
compensated,2.5754805800715235,2.438558967062168,2.0439015932765296
alexithymia,0.042095808355549144,0.1280826683366714,0.04103776427030873
difference between,19.088958799055376,20.82580774606896,15.711103424860076
hypotension,0.5522434568776957,0.9701973840055406,0.4813358305046071
cone beam,0.039055251300319616,0.0692774509107421,0.03324956489739726
modal,3.5204438595429193,4.904576892128236,3.4322386835659344
mastoidectomy,0.010932054300845625,0.029715679968116006,0.009212500425545079
dental health,0.5668458234043008,0.153310993647618,0.25056081886560627
endotracheal,0.1533695050813012,0.44041559711129336,0.12739196821220145
coronary,3.6899164520644487,8.322208813279486,2.858936585498672
kidneys,2.1974051728745105,2.3239383626970045,1.4419590666463304
condition,76.19676008321838,73.17859790513047,54.26989335897265
unintended pregnancy,0.05659419356776551,0.08346479662335095,0.07848735775300501
protein synthesis,0.6228307972962277,1.4185597731434256,0.41676246540559736
fenofibrate,0.0673052468305059,0.14068639528363966,0.05790353787988863
zeolite hemostatic,3.096622215338822e-05,5.7396396777748214e-05,1.4430608436004196e-05
stress,56.2984293126943,45.50943081588622,32.93150779369393
osteoarthritis,1.0164659162247351,1.1303698559952258,0.7969404523042369
antibiotics,4.889722938931934,6.059697639770303,3.9784675171464086
pet,50.782896299934755,53.81547993454564,43.56220368144336
epilepsy,2.1625867526852405,2.841586029527011,1.9619155345082155
